v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63
0.0,0.0,0.0,0.0,0.0012231698,-0.0011120938,0.0012231698,0.0011120938,0.019449307,-0.012269881,0.046841465,0.037796345,0.0066486048,0.012192533,0.0069488436,0.012240562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43900913,0.07807579,0.4656108,0.27191588,-0.0029234758,-0.004373975,0.018978165,0.024289077,0.0,0.0,0.0,0.0,0.20046157,0.26737636,0.20046157,0.30207777,0.14968243,0.1258666,0.30431017,0.33372986,0.007225695,-0.010006106,0.03567886,0.033479486,0.0,0.0,0.0,0.0,0.045367308,-0.061024964,0.045367308,0.061024964,-0.017932834,-0.03389056,0.049160928,0.038490456,0.00574459,-0.0036437206,0.005836395,0.0044764252
0.0,0.0,0.0,0.0,0.0009340685,-0.0007698525,0.0009340685,0.0007698525,0.05970478,-0.0003946409,0.14771053,0.024022527,-0.00016100971,0.0015821194,0.0048157685,0.0049143014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40650892,-0.016809337,0.6927151,0.1292619,-0.009053467,0.0015721471,0.061317656,0.02767351,-0.018916797,0.013935006,0.04007008,0.024849998,0.1245486,0.20620772,0.17063144,0.2099216,0.23597448,0.07280126,0.2822095,0.17726362,0.00250234,-0.013630412,0.0053808712,0.014006449,0.0007630744,0.005864494,0.006256747,0.0065553035,0.0069881286,0.0038019177,0.014389859,0.01669989,-0.0019456706,-0.0056197466,0.007964875,0.007249763,0.0017908615,-0.00044300532,0.0018147053,0.0006418353
0.0,0.0,0.0,0.0,0.00043311474,-0.00043311474,0.00043311474,0.00043311474,0.060423177,-0.0011216608,0.15116283,0.023085816,0.0016540563,0.0014867707,0.005297701,0.0053678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40429443,-0.018763505,0.6755412,0.12814534,0.0038750242,0.0027697254,0.05240797,0.030480072,-0.019019727,0.013496993,0.03886671,0.025103614,0.1279692,0.210143,0.17741281,0.21399112,0.24615505,0.085144974,0.29395887,0.19087726,0.0015065753,-0.014634396,0.005861263,0.014873418,0.00091710046,0.0061128507,0.008170632,0.006859448,0.007900582,0.004542243,0.01650638,0.01719367,-0.0021400212,-0.0055803177,0.008587206,0.00727499,0.001705397,-0.00039363775,0.0017663751,0.0005817304
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051592454,-0.004391733,0.05512781,0.008704384,-0.00033164228,0.00014612844,0.0010240431,0.0012790272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45125476,0.01531814,0.48212904,0.099268824,-0.011515698,0.014201397,0.012913248,0.015907323,0.0025081933,0.015947184,0.006076473,0.0502426,0.018139338,0.1047702,0.06043128,0.4893359,0.29799315,0.013682517,0.30884296,0.30968332,-0.00027817578,-0.0057712956,0.018860407,0.018716808,-0.00037014124,-0.0009558894,0.00037014124,0.0009558894,0.000954241,0.00026517408,0.000954241,0.00068143214,0.06182687,-0.0031739678,0.06539896,0.030219391,-0.00036614158,-0.0010241361,0.0015702423,0.0021340093
0.0,0.0,0.0,0.0,0.007448021,-0.0013485332,0.007448021,0.0016227349,0.056253154,0.00020879504,0.091158494,0.013097178,0.0024324786,-0.0010814605,0.0035631259,0.0018626959,0.0,0.0,0.0,0.0,0.0017711945,-0.0012953129,0.0017711945,0.0012953129,0.44827512,-0.064075984,0.6584545,0.09448727,0.003237654,-0.002418189,0.021371156,0.009961259,0.0,0.0,0.0,0.0,0.23355813,0.13226305,0.23355813,0.1662152,0.1703284,0.098573945,0.29924944,0.21906002,-0.0017930098,-0.003890276,0.021557558,0.009367486,0.0,0.0,0.0,0.0,0.024973046,-0.029914813,0.024973046,0.029914813,0.018491602,-0.04965468,0.019920196,0.051969413,-0.0027188032,-0.0042470396,0.0049055237,0.0062125567
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025522903,0.03605001,0.06716214,0.041093215,-0.0016658867,0.0011950573,0.0016658867,0.0011950573,0.021790218,0.0036332752,0.021790218,0.0036332752,-0.11985793,0.16513686,0.27710792,0.16513686,0.17653967,-0.066788,0.60301775,0.09544081,0.027194029,0.035564985,0.036279026,0.040609125,0.02939206,0.0019700218,0.02939206,0.00777711,-0.05708643,0.18314981,0.35649642,0.21800187,0.15707035,0.22728008,0.28211817,0.24056081,0.021356402,0.026845781,0.031664293,0.035036318,0.008011015,0.007792468,0.00826732,0.0084027415,0.004237249,0.0045228787,0.0187731,0.009655038,-0.0027592105,-0.00995142,0.0179058,0.0149118835,-0.0011700148,-0.0026362976,0.0036736657,0.0033173978
0.0,0.0,0.0,0.0,0.0012231698,-0.0011120938,0.0012231698,0.0011120938,0.019449307,-0.012269881,0.046841465,0.037796345,0.0066486048,0.012192533,0.0069488436,0.012240562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43900913,0.07807579,0.4656108,0.27191588,-0.0029234758,-0.004373975,0.018978165,0.024289077,0.0,0.0,0.0,0.0,0.20046157,0.26737636,0.20046157,0.30207777,0.14968243,0.1258666,0.30431017,0.33372986,0.007225695,-0.010006106,0.03567886,0.033479486,0.0,0.0,0.0,0.0,0.045367308,-0.061024964,0.045367308,0.061024964,-0.017932834,-0.03389056,0.049160928,0.038490456,0.00574459,-0.0036437206,0.005836395,0.0044764252
0.0,0.0,0.0,0.0,0.0009340685,-0.0007698525,0.0009340685,0.0007698525,0.05970478,-0.0003946409,0.14771053,0.024022527,-0.00016100971,0.0015821194,0.0048157685,0.0049143014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40650892,-0.016809337,0.6927151,0.1292619,-0.009053467,0.0015721471,0.061317656,0.02767351,-0.018916797,0.013935006,0.04007008,0.024849998,0.1245486,0.20620772,0.17063144,0.2099216,0.23597448,0.07280126,0.2822095,0.17726362,0.00250234,-0.013630412,0.0053808712,0.014006449,0.0007630744,0.005864494,0.006256747,0.0065553035,0.0069881286,0.0038019177,0.014389859,0.01669989,-0.0019456706,-0.0056197466,0.007964875,0.007249763,0.0017908615,-0.00044300532,0.0018147053,0.0006418353
0.0,0.0,0.0,0.0,0.00043311474,-0.00043311474,0.00043311474,0.00043311474,0.060423177,-0.0011216608,0.15116283,0.023085816,0.0016540563,0.0014867707,0.005297701,0.0053678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40429443,-0.018763505,0.6755412,0.12814534,0.0038750242,0.0027697254,0.05240797,0.030480072,-0.019019727,0.013496993,0.03886671,0.025103614,0.1279692,0.210143,0.17741281,0.21399112,0.24615505,0.085144974,0.29395887,0.19087726,0.0015065753,-0.014634396,0.005861263,0.014873418,0.00091710046,0.0061128507,0.008170632,0.006859448,0.007900582,0.004542243,0.01650638,0.01719367,-0.0021400212,-0.0055803177,0.008587206,0.00727499,0.001705397,-0.00039363775,0.0017663751,0.0005817304
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051592454,-0.004391733,0.05512781,0.008704384,-0.00033164228,0.00014612844,0.0010240431,0.0012790272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45125476,0.01531814,0.48212904,0.099268824,-0.011515698,0.014201397,0.012913248,0.015907323,0.0025081933,0.015947184,0.006076473,0.0502426,0.018139338,0.1047702,0.06043128,0.4893359,0.29799315,0.013682517,0.30884296,0.30968332,-0.00027817578,-0.0057712956,0.018860407,0.018716808,-0.00037014124,-0.0009558894,0.00037014124,0.0009558894,0.000954241,0.00026517408,0.000954241,0.00068143214,0.06182687,-0.0031739678,0.06539896,0.030219391,-0.00036614158,-0.0010241361,0.0015702423,0.0021340093
0.0,0.0,0.0,0.0,0.007448021,-0.0013485332,0.007448021,0.0016227349,0.056253154,0.00020879504,0.091158494,0.013097178,0.0024324786,-0.0010814605,0.0035631259,0.0018626959,0.0,0.0,0.0,0.0,0.0017711945,-0.0012953129,0.0017711945,0.0012953129,0.44827512,-0.064075984,0.6584545,0.09448727,0.003237654,-0.002418189,0.021371156,0.009961259,0.0,0.0,0.0,0.0,0.23355813,0.13226305,0.23355813,0.1662152,0.1703284,0.098573945,0.29924944,0.21906002,-0.0017930098,-0.003890276,0.021557558,0.009367486,0.0,0.0,0.0,0.0,0.024973046,-0.029914813,0.024973046,0.029914813,0.018491602,-0.04965468,0.019920196,0.051969413,-0.0027188032,-0.0042470396,0.0049055237,0.0062125567
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025522903,0.03605001,0.06716214,0.041093215,-0.0016658867,0.0011950573,0.0016658867,0.0011950573,0.021790218,0.0036332752,0.021790218,0.0036332752,-0.11985793,0.16513686,0.27710792,0.16513686,0.17653967,-0.066788,0.60301775,0.09544081,0.027194029,0.035564985,0.036279026,0.040609125,0.02939206,0.0019700218,0.02939206,0.00777711,-0.05708643,0.18314981,0.35649642,0.21800187,0.15707035,0.22728008,0.28211817,0.24056081,0.021356402,0.026845781,0.031664293,0.035036318,0.008011015,0.007792468,0.00826732,0.0084027415,0.004237249,0.0045228787,0.0187731,0.009655038,-0.0027592105,-0.00995142,0.0179058,0.0149118835,-0.0011700148,-0.0026362976,0.0036736657,0.0033173978
