v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63
0.0004962258,0.001517661,0.00217224,0.005234635,-0.0018299933,0.00025101085,0.01836054,0.005918813,-0.022883708,0.0056414087,0.04263034,0.023410449,-4.453217e-05,-0.0033636093,0.0025789915,0.0036984847,-0.004126636,-0.03389989,0.0068719164,0.03389989,0.39850345,-0.07566494,0.4103498,0.29541045,-0.29583675,0.053123504,0.31020463,0.13316461,0.020443123,0.0051813787,0.02652044,0.027067881,-0.0014642339,0.0005059232,0.002787795,0.01047772,0.3295575,-0.095693514,0.406586,0.1318399,-0.059199534,-0.047672305,0.16341856,0.1744907,-0.017289529,0.0016397857,0.024734471,0.0214254,0.0003641968,-0.00017282288,0.0006821236,0.0007252128,0.029811533,-0.005191755,0.03180714,0.00924401,0.019580053,0.0009875089,0.020190937,0.010089157,-0.005727683,0.004707264,0.005921892,0.0053559598
-0.0024278827,0.0009854297,0.002828825,0.0032945264,0.010673429,0.0011669678,0.019360851,0.016140517,-0.020254856,0.017187553,0.024980716,0.034456518,-0.0053161588,0.009588425,0.0053191404,0.009590321,-0.004332289,-0.06227118,0.014904423,0.08574457,0.17359051,-0.0030944608,0.26192984,0.39480215,-0.107031785,0.18561839,0.13982424,0.25191548,0.0011389784,0.008152069,0.020967437,0.017320564,-0.06449385,0.07119772,0.06502258,0.072681375,0.44335318,0.055716354,0.56942564,0.11940344,-0.13018756,-0.04885598,0.13018756,0.06476509,-0.013455024,0.0016348257,0.02174066,0.0032050796,-0.0026710336,0.001167207,0.0028088784,0.0018218146,-0.010669622,0.020005848,0.031158835,0.029723156,-0.008959437,-0.0021283308,0.00902224,0.0043373653,-0.002583755,-0.00018904885,0.0033828532,0.001180153
-0.012420452,-0.00038354492,0.016375551,0.0017932036,0.08091467,-0.0015291221,0.09320077,0.0049865195,-0.0018115366,-0.012274053,0.004917188,0.013085107,-0.00054931024,-0.0006684039,0.00089461554,0.0006684039,-0.052846305,-0.0018698771,0.10705664,0.009409759,0.44682682,0.15577188,0.52358866,0.15694854,-0.005340673,0.025831591,0.053486604,0.08207293,-0.0011409257,-0.00020908438,0.0031527742,0.012374365,0.0050909533,0.004927986,0.03154239,0.00676733,0.28870738,-0.017753717,0.53122103,0.11686572,-0.07343472,-0.07386094,0.14571953,0.13009831,0.010458062,-0.0032066428,0.011756429,0.017153444,-0.00033951562,0.0014136917,0.0029384517,0.001540066,-0.0038164584,0.0018885501,0.054855566,0.011575023,0.021737635,-0.024358338,0.033024576,0.030173808,0.00030338246,-0.0044783526,0.0012757048,0.005271956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010690391,-0.00014122808,0.0011774265,0.00047533427,0.0,0.0,0.0,0.0,0.089514464,0.18918931,0.16367635,0.18918931,-0.09527787,0.14051272,0.20577326,0.14051272,0.0057053007,0.00059779297,0.0057053007,0.0012600415,0.0,0.0,0.0,0.0,0.41201046,-0.11747896,0.42539936,0.16922042,-0.3273835,0.18372299,0.4608667,0.20820962,0.01154858,0.0026350494,0.01154858,0.0026350494,0.0,0.0,0.0,0.0,0.0643198,-0.00078351854,0.0643198,0.009544259,-0.031217523,0.009162763,0.051627196,0.019479772,0.0040958426,0.0021611264,0.0045385035,0.0021906556
2.5394347e-05,-6.823932e-06,2.5394347e-05,2.5394347e-05,-0.017117904,0.033579696,0.063452184,0.049559005,0.00092674996,0.001152864,0.0028427492,0.001152864,0.010513552,-0.00118639,0.013297134,0.0020194896,0.0,0.0,0.0,0.0,0.27930072,-0.02744484,0.38433918,0.108509675,-0.27174613,0.18789236,0.425911,0.18789236,0.033244014,0.00985611,0.0493639,0.018859817,0.0,0.0,0.0,0.0,0.1764875,0.04545172,0.45019466,0.13241266,-0.017419457,0.06634333,0.3061395,0.25551713,0.023887651,-0.0070016882,0.04320588,0.0130169485,0.0007816726,0.0004156669,0.0007816726,0.0004156669,0.026134545,0.0071527837,0.045123428,0.015789062,-0.014345152,0.003105161,0.023547629,0.008300843,0.0015440097,0.001683633,0.0054008365,0.0020045447
-0.0024237642,-0.003912504,0.0031214552,0.0042255344,0.0053777336,-0.010320673,0.017994497,0.025834864,-0.0016289798,0.009892122,0.030366708,0.020627424,-0.0007165804,-0.0043661157,0.009831777,0.005667391,-0.0044107046,-0.014531367,0.0059477,0.014531367,0.2582421,-0.033703078,0.33235985,0.14016375,-0.17154479,-0.052577652,0.35705134,0.23867014,0.025005952,-0.0066429353,0.028622396,0.006844367,0.0,0.0,0.0,0.0,0.38163087,-0.008964127,0.38163087,0.027780924,-0.36217877,-0.09249325,0.36217877,0.107642375,0.010326823,-0.0043695346,0.01058147,0.0043695346,0.0,0.0,0.0,0.0,0.014644874,-0.0122660035,0.044471376,0.018439954,-0.014225997,-0.01252284,0.048270043,0.019664267,0.0,0.0,0.0,0.0
-0.0018918257,-0.00053033885,0.0035089117,0.0020505886,0.008426719,0.0051882803,0.02505799,0.042077404,0.015013476,0.0018760756,0.031889543,0.025182351,-0.0011323113,-0.00118902,0.0027464628,0.0023342923,0.013363808,0.011657248,0.025870724,0.023260435,0.0062577883,0.0878283,0.26582062,0.29548877,0.037736673,0.06531615,0.17398858,0.1491898,0.0015547915,0.0019300936,0.026951045,0.023997465,-0.035192944,-0.05280296,0.040533256,0.056759436,0.33159,-0.14701697,0.4462065,0.33510944,-0.082778335,-0.0763948,0.41174874,0.33762312,-0.009254819,-0.010221197,0.029020067,0.037161063,-0.0003292082,-0.00042767968,0.0003492309,0.00044770242,0.05346284,0.016315123,0.06051254,0.019186925,-0.04254776,-0.04907738,0.046613034,0.067299426,-0.003888064,-0.010426602,0.003888064,0.010426602
0.0,0.0,0.0,0.0,0.0059571806,0.0045310236,0.0059571806,0.0045310236,0.046048928,0.023290506,0.07877643,0.037673943,-0.0067874277,-0.007242962,0.007794977,0.0073010703,0.0,0.0,0.0,0.0,0.3841009,0.10200888,0.3841009,0.12148438,-0.28055215,-0.20873667,0.45341435,0.26799512,-0.0007529859,-0.00075021514,0.0013626448,0.0012388972,0.0,0.0,0.0,0.0,0.049619947,-0.14157513,0.16064961,0.20221993,-0.05312083,-0.11638214,0.38774285,0.11638214,0.0010072737,-0.00021172689,0.0010072737,0.0005040877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0030366965,-0.0013051453,0.0046189106,0.0022693856,0.011752747,-0.011558382,0.024238763,0.018134642,-0.040732373,-0.01960047,0.043989867,0.033555582,0.0036424282,-0.0019894862,0.0066630226,0.0043367473,0.007804474,-0.003820288,0.049077064,0.04312664,0.2500238,-0.02190665,0.5095646,0.29551017,-0.10758231,0.15982914,0.16091318,0.19281834,-0.008625954,0.03239303,0.045254726,0.04906224,0.053370636,-0.021637745,0.0645005,0.027023366,-0.047228795,-0.056871127,0.35023955,0.29790324,0.1788083,-0.26407698,0.24251346,0.27209273,-0.032834698,0.011216083,0.04928664,0.024985548,-0.0030455894,8.0169375e-05,0.00749306,0.0040672394,0.008011269,-0.012999336,0.041704893,0.044821355,-0.0018548493,-0.018720657,0.057978358,0.042262305,0.002584907,-0.002278698,0.004278104,0.0025664747
4.01339e-05,-1.4112527e-05,4.01339e-05,4.01339e-05,-0.017729186,0.029281635,0.10619691,0.049023345,-0.0011180439,0.0015429612,0.0015429612,0.0015429612,0.0051389886,0.0061050584,0.0051389886,0.0061050584,-0.03164298,0.045510888,0.085405566,0.072362386,0.22493497,0.035222795,0.5105444,0.20766173,-0.024434207,0.29784563,0.26736963,0.33977017,0.011472556,0.015572409,0.029469075,0.03458304,0.067353904,-0.008847316,0.078241006,0.032380138,0.0094126025,0.12172267,0.41149265,0.25946835,-0.053344373,-0.06152203,0.17217249,0.16417767,0.014555886,-0.013354775,0.049877115,0.03200994,0.0062273117,0.0011019688,0.015770057,0.0020839428,-0.0039711026,0.010473471,0.02645393,0.02181326,-0.02907893,-0.01184517,0.03481844,0.025754957,0.005784226,-0.0025281382,0.011589456,0.003805306
