v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63
0.0013064902,-0.0051505207,0.0020406812,0.0068193623,0.032982644,-0.012160359,0.03804857,0.04164506,-0.00060880603,-0.0014395973,0.012413464,0.026034428,-0.0010502335,0.0009991883,0.0012667476,0.0017074626,0.022109158,-0.0018815809,0.022109158,0.014952271,0.046257034,-0.26499832,0.31098747,0.5049771,0.15452202,-0.17700866,0.27633098,0.26528662,0.0024579302,-0.0042389883,0.012709298,0.012945078,0.0,0.0,0.0,0.0,-0.004012331,-0.028095847,0.018352376,0.028095847,0.392218,0.048032697,0.44126436,0.07086936,-0.0036719686,0.005976089,0.011214386,0.010276252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06483589,0.0050858757,0.06857291,0.0057779504,-0.0032665732,0.00017988538,0.0035224478,0.0011708754
0.003389616,-0.0061160005,0.0034581688,0.014159889,0.026904661,-0.038199294,0.03781921,0.082166046,-0.0033835277,0.01393053,0.016923705,0.018182509,-0.0010703398,0.00070777483,0.0012393052,0.0009977188,2.2374372e-05,-0.00010001009,2.2374372e-05,0.00010001009,0.12390245,-0.22018057,0.3483812,0.42442468,0.189627,-0.14587885,0.2798589,0.26383835,-0.009751494,0.00081188214,0.011613216,0.006959058,0.0,0.0,0.0,0.0,-5.9004713e-05,-0.00064436626,0.00064436626,0.00064436626,0.4220399,0.032316655,0.4744985,0.04761892,-0.018305423,-0.004327821,0.02236142,0.019315002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060543016,-0.0081506,0.07685904,0.011832237,-0.0077832867,-0.00354923,0.008652232,0.0051563825
0.001940904,-0.0030679242,0.0038944946,0.007414263,0.0051367222,-0.041069094,0.019864446,0.08996904,0.0056394204,-0.04725611,0.02232031,0.05806194,0.0015185685,0.001114315,0.0028829623,0.0014689903,0.022913387,-0.008510263,0.022913387,0.03037732,0.004811632,-0.16859517,0.15815476,0.58813864,0.21274337,0.0071997447,0.24920584,0.35577738,0.004150215,0.007045128,0.013599307,0.020096397,0.0,0.0,0.0,0.0,0.048589904,0.0074690874,0.048589904,0.047773294,0.16993065,-0.1504173,0.36538804,0.38792863,0.030343303,-0.033737674,0.03641601,0.038562644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005888279,-0.001369572,0.0059556603,0.0014985724
0.0011150753,-0.00076677516,0.0011150753,0.00076677516,0.029240662,-0.024811285,0.03857618,0.053908803,0.011675212,-0.025558097,0.030065162,0.09514233,-0.00020444028,-0.0020364032,0.0035567365,0.0025258018,0.0,0.0,0.0,0.0,0.14030266,-0.1240037,0.16091807,0.34207502,0.21013513,-0.05804944,0.31662753,0.5101507,-0.0043203537,0.008390938,0.01825111,0.03158335,0.0,0.0,0.0,0.0,0.051320814,0.005028573,0.051320814,0.043062244,0.22278415,-0.11754969,0.34103182,0.449906,0.044738274,-0.0072856476,0.055228494,0.03091031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089924885,0.000691124,0.0089924885,0.0011966574,0.013273327,0.0016735974,0.014692091,0.0018167362
0.004734929,-0.0021754538,0.004734929,0.0052890247,0.034906875,-0.04641877,0.041342232,0.13094273,-0.0044026813,0.020285573,0.01931145,0.028669426,-0.00090068695,0.00014668959,0.0013532009,0.0012837959,4.1721767e-05,-4.1721767e-05,4.1721767e-05,4.1721767e-05,0.17807613,-0.1453546,0.28345203,0.33414975,0.21246435,-0.14937751,0.2823697,0.27409273,-0.017779313,0.0018385686,0.021528296,0.0102309445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45220357,0.03790567,0.52648216,0.05019617,-0.053256866,-0.025572551,0.060550116,0.033161942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034196723,-0.047631364,0.08956966,0.050291907,-0.007267412,-0.0045785885,0.007267412,0.0045785885
0.00023443175,-0.00017470508,0.00023443175,0.00017470508,0.028984528,-0.005485114,0.031469874,0.04204031,0.013343031,0.017053748,0.034433983,0.039482187,-0.0016575687,0.0017550666,0.0025922693,0.0024479975,0.0,0.0,0.0,0.0,0.19875596,-0.121042624,0.24010427,0.28896925,0.20366222,-0.12650241,0.288674,0.27344635,-0.021617355,-0.0023591693,0.023217013,0.011288088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38644445,0.026923344,0.620818,0.17627342,-0.027064294,-0.03781517,0.034753278,0.044734035,0.0,0.0,0.0,0.0,0.0031208254,0.0009686852,0.0031208254,0.0028136305,0.0055062617,-0.046356298,0.06683602,0.050078277,0.0,0.0,0.0,0.0
0.010266991,0.002746547,0.010266991,0.0034739543,0.022918394,-0.0004359693,0.023557298,0.0069678635,-0.0004639828,-0.0010681929,0.019768337,0.0037964287,-0.006888902,-0.0029864511,0.010862143,0.0030245346,0.10000148,-0.017253747,0.104517855,0.020955093,-0.10647183,-0.06460684,0.28784576,0.1510741,0.1276844,-0.16034836,0.29724747,0.17671955,-0.07514776,-0.026239278,0.09664442,0.026239278,-0.0005170469,-1.2807573e-05,0.0455647,0.02137578,-0.035064533,0.023877405,0.61726856,0.20282826,0.2072675,0.120681375,0.36216378,0.15400566,-0.10945718,0.009166717,0.11526305,0.017356701,-0.000655967,0.001812204,0.013649908,0.005901824,0.043968942,-0.0114069665,0.08402637,0.032390203,0.00055474194,0.0066996757,0.037146237,0.014608936,-0.01761481,-0.003694153,0.01761481,0.0040538153
0.011434413,0.00079781376,0.011434413,0.0032791155,0.021281907,0.0032904132,0.022822056,0.007484103,0.00357206,-0.0017632814,0.020428594,0.003969322,-0.0045661815,-0.0016434178,0.005851371,0.0016434178,0.09565043,-0.010042191,0.10205619,0.013983107,-0.10947795,-0.040836245,0.32595578,0.12326698,0.17234875,-0.1745857,0.25467688,0.18294455,-0.07763752,-0.026627326,0.08475193,0.027453803,-0.000516005,-0.0013333511,0.04238367,0.017821554,-0.052345928,0.023554957,0.6183011,0.171442,0.23600022,0.137344,0.33530152,0.16327901,-0.1187414,-0.0010700311,0.11972192,0.02044437,-0.004062711,0.0030743347,0.014659995,0.0052209264,0.037153605,-0.0065081296,0.07249288,0.024541497,0.007647341,0.008490309,0.04229141,0.018030008,-0.017632965,-0.0033098212,0.017632965,0.0033383523
0.0009126682,-0.004380068,0.0010049094,0.005640563,0.022316976,-0.04020765,0.025589557,0.050963245,0.008527848,0.0026319975,0.018212665,0.01572872,-0.005344717,-0.005147879,0.007725483,0.0063535906,0.0,0.0,0.0,0.0,0.10879968,-0.049536843,0.1584315,0.17791574,0.23658141,-0.01703475,0.5031194,0.16864254,-0.057215136,0.004443871,0.057493005,0.0065288483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39762756,0.026593266,0.6273893,0.06427416,-0.06843248,-0.0049133077,0.06843248,0.0049133077,0.0,0.0,0.0,0.0,0.0028491435,0.0015020623,0.0028491435,0.0015020623,0.046388857,0.006964647,0.09908621,0.014104555,-0.00402964,-0.0005227324,0.00402964,0.0005227324
0.0003959524,-0.0013293308,0.00040646916,0.0013293308,0.010557312,-0.024094302,0.017253084,0.04395955,0.021395676,0.0021124633,0.030769648,0.0904753,0.003838581,0.0025579056,0.0045333044,0.0027983445,-0.0022563862,-0.0090171425,0.020559823,0.112562045,-0.030069835,-0.07429304,0.17568563,0.6054539,0.25111696,-0.02516077,0.3282787,0.31097078,0.0006764402,1.8890874e-05,0.03100777,0.027113007,0.0006091006,-0.00082755747,0.0006091006,0.00082755747,-0.0010372596,-0.0010372596,0.0010372596,0.0010372596,0.37860596,0.015252577,0.3799562,0.062438484,-0.017491564,-0.00056892383,0.020118732,0.0066206227,0.0,0.0,0.0,0.0,0.0010224264,0.00067496864,0.0010224264,0.00067496864,0.059350163,0.019649073,0.0599716,0.019800847,-0.003257567,-0.0008104313,0.0036021736,0.001047475
